timestep	potential_energy	temperature
110000000	3095.150879	1.01026845
110020000	3718.270508	1.208503842
110040000	4001.251953	1.269258618
110060000	3944.679199	1.305874944
110080000	4033.394531	1.290201664
110100000	3990.680908	1.311834574
110120000	4021.765137	1.325833797
110140000	4192.467285	1.307914734
110160000	3995.729004	1.320187092
110180000	4061.479248	1.299935341
110200000	4062.585205	1.318927288
110220000	4111.415039	1.338361025
110240000	4002.304688	1.282955527
110260000	4063.776367	1.283237934
110280000	4031.826416	1.325144887
110300000	3954.370117	1.330045462
110320000	4012.711914	1.321034789
110340000	4048.911621	1.323624015
110360000	4184.610352	1.286589503
110380000	3914.90918	1.345203042
110400000	4058.46582	1.286070347
110420000	4059.949463	1.298864484
110440000	3961.426758	1.328332901
110460000	4022.363037	1.29562974
110480000	4004.745117	1.288955569
110500000	3987.441406	1.278189182
110520000	3924.355957	1.280170441
110540000	4067.042969	1.296576142
110560000	4082.558594	1.250420451
110580000	3980.906738	1.309074044
110600000	4048.664062	1.339546084
110620000	4007.609131	1.336215615
110640000	4125.932617	1.313365817
110660000	4018.79126	1.319749236
110680000	4004.115479	1.312831759
110700000	4038.669434	1.3439852
110720000	3959.073242	1.323067427
110740000	4050.578369	1.288425326
110760000	3975.932617	1.304205298
110780000	4108.40918	1.275216937
110800000	4103.857422	1.276144862
110820000	3997.002197	1.297035217
110840000	3965.182129	1.29310751
110860000	4152.738281	1.282864094
110880000	3997.013184	1.289123178
110900000	3974.046143	1.304973125
110920000	3986.93042	1.329841852
110940000	4103.753906	1.303659797
110960000	3984.785889	1.31011641
110980000	4187.79834	1.307272434
111000000	3935.636719	1.280394316
111020000	3975.155518	1.282077074
111040000	3836.89502	1.285566449
111060000	4124.299805	1.324047804
111080000	4082.279297	1.266142607
111100000	4004.004395	1.312222242
111120000	4078.186768	1.306482553
111140000	3999.77832	1.338841438
111160000	4106.105957	1.288286805
111180000	3945.500488	1.297286272
111200000	3931.010742	1.350070357
111220000	4100.870117	1.320683002
111240000	4136.118164	1.306365728
111260000	4086.81543	1.305875659
111280000	4029.603516	1.321506023
111300000	3965.697266	1.344759345
111320000	4056.355469	1.288404703
111340000	4017.78125	1.286731005
111360000	3945.628174	1.285607934
111380000	4176.531738	1.279421687
111400000	4080.337646	1.307822108
111420000	4026.594727	1.272661328
111440000	4140.179688	1.285176396
111460000	4017.398438	1.278883696
111480000	4070.324219	1.278077126
111500000	3958.634766	1.289805889
111520000	4025.992432	1.300858259
111540000	4120.157715	1.311573148
111560000	3980.132812	1.328338623
111580000	3943.25293	1.289125204
111600000	4059.431152	1.30582118
111620000	3981.695312	1.335838437
111640000	4065.910156	1.298970222
111660000	4051.106689	1.289664388
111680000	4086.935791	1.31591022
111700000	4025.567383	1.298150063
111720000	4094.922363	1.313578129
111740000	4185.754395	1.309605122
111760000	4007.726562	1.283478975
111780000	3970.041748	1.265621305
111800000	4010.50293	1.295765519
111820000	4096.405273	1.31535542
111840000	4228.886719	1.338926792
111860000	4096.797852	1.309354544
111880000	4013.904541	1.297703505
111900000	3975.952148	1.325717807
111920000	4064.523193	1.297989368
111940000	3958.194824	1.332419872
111960000	4024.101562	1.317989469
111980000	4039.803955	1.271760702
112000000	4097.462891	1.294741869
112020000	4049.596191	1.310331106
112040000	3994.332031	1.298043251
112060000	3997.861572	1.292168975
112080000	4082.904297	1.258006692
112100000	3980.37793	1.325232387
112120000	4018.655762	1.291252971
112140000	3987.928467	1.269511223
112160000	3986.4729	1.309239149
112180000	4011.923584	1.28903091
112200000	3947.603516	1.292584062
112220000	3924.024902	1.291972041
112240000	3912.490723	1.299506307
112260000	3967.454346	1.293605566
112280000	4015.658203	1.292202353
112300000	4054.244385	1.273071766
112320000	4075.592529	1.281513572
112340000	4001.943604	1.3153795
112360000	4027.474854	1.281585932
112380000	4005.141113	1.295750856
112400000	4151.992188	1.283046246
112420000	3998.868408	1.319605112
112440000	4028.745605	1.294394374
112460000	4003.321777	1.297863364
112480000	4053.44043	1.26552403
112500000	3953.727051	1.266555429
112520000	3996.118652	1.286384702
112540000	4042.53418	1.295773506
112560000	4036.472656	1.304607868
112580000	4019.384766	1.303637028
112600000	4031.10498	1.31465745
112620000	3940.886719	1.303474545
112640000	4020.010254	1.315869808
112660000	3951.939209	1.314262152
112680000	4038.408936	1.296102166
112700000	4108.885742	1.299438119
112720000	4028.294922	1.296640635
112740000	4053.727295	1.323190331
112760000	4031.950195	1.292823792
112780000	3999.345703	1.306186557
112800000	4013.554688	1.322530746
112820000	3921.449707	1.277724147
112840000	4046.885254	1.29513669
112860000	4060.928711	1.327963829
112880000	4085.259766	1.313823581
112900000	4027.525391	1.303047776
112920000	3939.241455	1.281916857
112940000	4033.428467	1.297391653
112960000	4007.328613	1.274852991
112980000	4041.176025	1.302952647
113000000	4026.179199	1.279068112
