timestep	potential_energy	temperature
80000000	3975.226074	1.268386245
80020000	3383.141602	1.070214629
80040000	3188.567139	1.03632772
80060000	3139.444092	1.006027341
80080000	3176.253418	1.000870228
80100000	3179.026855	1.003630877
80120000	2997.483398	1.029589534
80140000	3144.697754	0.9952161312
80160000	3064.970215	0.9958571792
80180000	2960.465332	0.9889731407
80200000	3130.980957	0.9880468845
80220000	3105.984375	0.9995194674
80240000	3064.507324	1.006306887
80260000	3182.079346	0.987198174
80280000	3103.773193	0.9781759381
80300000	2965.45752	0.9756549597
80320000	3110.349609	0.9954423308
80340000	3240.587646	0.9900248647
80360000	3088.683105	0.9758042693
80380000	3050.396484	0.9905929565
80400000	3184.634033	0.9659841657
80420000	3196.348145	0.9952805042
80440000	3136.265869	1.022696853
80460000	3165.003906	0.9775963426
80480000	3068.823242	0.9928197265
80500000	3109.077637	0.9777911305
80520000	3195.315186	1.014929056
80540000	3148.049072	0.985563755
80560000	3068.725586	1.006488562
80580000	3036.768555	0.9815657139
80600000	3203.023926	0.9764692187
80620000	3108.025635	0.975818634
80640000	3064.172607	0.9795343876
80660000	3044.232666	0.9718486071
80680000	3119.610596	0.9931610227
80700000	3090.618164	1.000545263
80720000	3067.554199	1.007849693
80740000	3060.564453	0.9737927914
80760000	3111.443359	0.9640596509
80780000	3063.725098	1.005463481
80800000	3071.493896	0.9778009057
80820000	3060.684814	0.9796534181
80840000	3078.200195	0.976256907
80860000	3083.67627	0.9739735126
80880000	2982.633301	0.996951282
80900000	3040.457764	0.9690847397
80920000	3095.889648	1.010767221
80940000	3096.075684	0.9995735288
80960000	3046.145996	1.008780003
80980000	3019.755859	0.9899065495
81000000	3144.580566	0.960830152
81020000	3120.00293	0.9729598761
81040000	3081.910156	0.9878978133
81060000	3053.180664	0.9814531803
81080000	3135.535889	0.9925000072
81100000	3247.074219	1.001555681
81120000	3181.722656	1.000170708
81140000	3104.29834	0.9896202087
81160000	3219.106201	0.9905877113
81180000	3106.378906	1.002643466
81200000	3032.253174	0.9983633161
81220000	3116.688477	0.9755919576
81240000	3127.12915	0.9760305882
81260000	3047.070068	0.9940148592
81280000	3016.299805	1.0169487
81300000	3051.192871	0.9894593954
81320000	3048.368164	1.007242203
81340000	3083.922852	0.9801197648
81360000	3028.365234	0.984443903
81380000	3163.424561	0.9825150371
81400000	3159.436523	1.016652584
81420000	3075.581543	1.005324602
81440000	3110.21875	0.998456955
81460000	3015.902344	0.9819194078
81480000	3099.904297	0.9870474935
81500000	3153.447021	0.9793474078
81520000	3091.587402	0.9805588722
81540000	3102.682617	0.9872604609
81560000	3063.618896	0.9854199886
81580000	3016.809082	0.9857099056
81600000	3078.471924	0.9653755426
81620000	3184.711182	1.006696701
81640000	3198.474121	0.9848346114
81660000	3186.302246	0.9682445526
81680000	3146.434326	0.9910552502
81700000	3131.864258	0.9698461294
