timestep	potential_energy	temperature
230000000	3105.398193	0.9976680875
230020000	3561.357422	1.194769263
230040000	3899.185059	1.282894254
230060000	4009.424805	1.279457569
230080000	4030.783447	1.285915136
230100000	4116.522949	1.284966588
230120000	4111.361816	1.312290549
230140000	4215.574219	1.273857236
230160000	4070.404785	1.306456685
230180000	4091.186523	1.28864181
230200000	4018.462402	1.319056988
230220000	4147.427734	1.333700895
230240000	4153.635742	1.293006063
230260000	4161.250977	1.322627544
230280000	3966.388916	1.282425404
230300000	4027.518555	1.310977697
230320000	4029.416748	1.311756492
230340000	4127.766113	1.287520766
230360000	4112.572266	1.272649527
230380000	4045.456299	1.271690845
230400000	4028.291504	1.313348532
230420000	4011.887939	1.304921865
230440000	4079.323975	1.280132413
230460000	3998.962646	1.306339383
230480000	4084.467285	1.324131489
230500000	4178.020996	1.324187398
230520000	4175.88623	1.30028677
230540000	4009.839111	1.293406129
230560000	4082.94043	1.28384459
230580000	4080.007812	1.317835808
230600000	4070.437988	1.311197877
230620000	3970.334473	1.272314548
230640000	4120.381348	1.282915831
230660000	4022.351562	1.27158916
230680000	3990.884766	1.318600893
230700000	4138.150391	1.309762955
230720000	4040.720215	1.297390819
230740000	4153.515625	1.336954236
230760000	3946.991699	1.33603549
230780000	4112.368652	1.297830105
230800000	4147.553711	1.333041072
230820000	4111.310547	1.264008522
230840000	4062.038086	1.313744545
230860000	4076.773438	1.312075019
230880000	4216.521484	1.34537518
230900000	4125.339355	1.322279572
230920000	4122.084961	1.302743912
230940000	3977.740234	1.273799896
230960000	3959.514648	1.290870309
230980000	4092.70166	1.309831142
231000000	4092.528076	1.283090115
231020000	4253.224609	1.325692058
231040000	4111.530273	1.33979845
231060000	4055.926758	1.320627809
231080000	3991.87207	1.327195644
231100000	4021.805664	1.296615362
231120000	4148.530273	1.313040376
231140000	4107.861328	1.300268888
231160000	3993.993164	1.324137926
231180000	4096.255371	1.295978785
231200000	4053.836426	1.318485141
231220000	3997.367432	1.279248357
231240000	4141.394043	1.300369382
231260000	4107.856445	1.309729338
231280000	4098.33252	1.339630961
231300000	4211.655762	1.298200488
231320000	4153.766602	1.317263007
231340000	4066.693359	1.301944375
231360000	3998.385986	1.338436961
231380000	4051.537598	1.289067984
231400000	4191.833496	1.316171646
231420000	4068.358887	1.321264744
231440000	4244.051758	1.336455107
231460000	4025.891602	1.295340061
231480000	4164.344727	1.305296421
231500000	4002.05127	1.327648401
231520000	4114.064453	1.285929322
231540000	4048.786621	1.312790751
231560000	4100.761719	1.28383112
231580000	4071.207275	1.31810832
231600000	4089.649414	1.31701827
231620000	3900.955566	1.286334038
231640000	4055.722656	1.298965335
231660000	3959.605469	1.272312403
231680000	3915.342773	1.307163119
231700000	4041.379883	1.295631886
231720000	4074.057617	1.31578207
231740000	4029.946777	1.293450594
231760000	4209.219727	1.277374625
231780000	4119.956055	1.338086247
231800000	3982.514404	1.367537379
231820000	4057.479736	1.276759744
231840000	4032.25708	1.277028918
231860000	4095.026611	1.309117317
231880000	4050.594971	1.319410682
231900000	4047.48584	1.282991171
231920000	3970.311035	1.296611786
231940000	4134.208984	1.272866964
231960000	4057.703857	1.273741722
231980000	4041.34375	1.28271234
232000000	4070.912842	1.304740906
232020000	3964.56543	1.28994596
232040000	3987.638672	1.293899298
232060000	4036.846191	1.294548035
232080000	4045.567383	1.302148938
232100000	4099.798828	1.286679149
232120000	4009.458984	1.322221756
232140000	4019.677979	1.309430361
232160000	4109.299805	1.360708117
232180000	4147.933594	1.326589227
232200000	4133.977539	1.286454201
232220000	4076.794434	1.305845022
232240000	3999.872803	1.25602293
232260000	4148.137695	1.267036557
232280000	4131.505859	1.271931648
232300000	4094.680908	1.302791476
232320000	4078.133301	1.308175206
232340000	3992.023438	1.283831716
232360000	4076.580078	1.29293263
232380000	4083.370605	1.306265473
232400000	3999.248535	1.339006901
232420000	4103.631836	1.367864013
232440000	4112.682617	1.333225489
232460000	4003.304688	1.283394575
232480000	4028.342285	1.295510292
232500000	4184.186523	1.308071494
232520000	3952.481445	1.317273974
232540000	4026.570068	1.301079392
232560000	4053.031494	1.27747786
232580000	4127.429688	1.284963012
232600000	4163.724609	1.323758483
232620000	4067.501465	1.374719858
232640000	4137.179688	1.304830432
232660000	4323.82373	1.315701723
232680000	4005.206299	1.304678798
232700000	4108.495117	1.312996626
232720000	4076.824707	1.307939172
232740000	3958.274414	1.297802448
232760000	4062.443848	1.317314625
232780000	4004.971924	1.286919951
232800000	4088.809082	1.267681003
232820000	4184.586914	1.320768595
232840000	3977.368652	1.296377301
232860000	4031.667725	1.307545543
232880000	4094.889648	1.272205234
232900000	4023.841064	1.307592154
232920000	4105.30957	1.322824478
232940000	3935.910889	1.290556431
232960000	3984.130859	1.281732321
232980000	3948.521973	1.283374071
233000000	3960.798828	1.26241219
233020000	4157.331055	1.281953692
233040000	4058.73291	1.312127829
233060000	4135.516602	1.31776309
233080000	3967.882324	1.26841867
233100000	3964.111328	1.300498009
233120000	4090.832031	1.28853488
233140000	4106.117676	1.290841937
233160000	4115.634277	1.296366215
233180000	3951.206543	1.280569434
233200000	4051.047119	1.293588281
233220000	3958.522949	1.3058424
233240000	4023.995117	1.28698945
233260000	4032.418213	1.29343462
233280000	3988.964844	1.264339328
233300000	4064.407959	1.29882288
233320000	3966.86084	1.329440951
233340000	4238.575195	1.31444788
233360000	3953.911865	1.311463952
233380000	4117.060547	1.295588374
233400000	4244.603516	1.288167596
233420000	4240.800293	1.322118282
233440000	3998.401367	1.292995691
233460000	4011.413818	1.246630669
233480000	4030.359863	1.289403915
233500000	4070.012939	1.300095797
233520000	4139.700195	1.311486125
233540000	4018.770752	1.30194521
233560000	3943.897705	1.306366444
233580000	3959.898193	1.302312493
233600000	4046.169922	1.308280468
233620000	3981.152344	1.296452522
233640000	4051.109863	1.299609542
233660000	4078.40918	1.271861911
233680000	4104.311035	1.306161761
233700000	4023.428467	1.277685881
233720000	4121.058594	1.311303735
233740000	4097.040039	1.310469031
233760000	4044.861328	1.30432415
233780000	4046.537842	1.295595884
233800000	3992.402832	1.314057231
233820000	4058.887939	1.304312348
233840000	4095.113281	1.326637864
233860000	4035.716553	1.309649706
233880000	3933.240723	1.294607401
233900000	4132.369629	1.299490571
233920000	4036.615479	1.292063832
233940000	4135.094238	1.270502687
233960000	4139.286133	1.325105906
233980000	4094.202393	1.313826919
234000000	4164.588867	1.30252552
234020000	4029.640869	1.283347368
234040000	4100.201172	1.277419329
234060000	4024.540039	1.292955995
234080000	4032.014648	1.297965884
234100000	3936.817139	1.296364665
234120000	3991.106934	1.326381803
234140000	3946.594727	1.339645505
234160000	4004.95459	1.285711169
234180000	4072.088379	1.293759584
234200000	4107.234863	1.300949335
234220000	3901.062012	1.325325966
234240000	4089.287598	1.284929514
234260000	3997.311768	1.294996619
