timestep	potential_energy	temperature
10000000	2959.851074	0.971966207
10020000	3604.32959	1.186506987
10040000	3649.492676	1.274188757
10060000	3897.111572	1.288077831
10080000	3880.533936	1.271910906
10100000	3891.145508	1.285317421
10120000	3814.621582	1.306116462
10140000	3877.573975	1.314268947
10160000	3756.910645	1.323126197
10180000	3942.194336	1.316822648
10200000	3794.723145	1.287453413
10220000	3788.881348	1.28525722
10240000	3788.682617	1.280389071
10260000	3848.842529	1.301293969
10280000	3762.996826	1.280836463
10300000	3788.606934	1.311563253
10320000	3917.366211	1.295582056
10340000	3969.655762	1.296627164
10360000	3825.175293	1.258428931
10380000	3693.193115	1.317993402
10400000	3882.816162	1.26583755
10420000	3918.126953	1.276055574
10440000	3733.988037	1.30524075
10460000	3981.962158	1.289759755
10480000	3909.421387	1.30694592
10500000	3958.269043	1.303595901
10520000	3876.383545	1.285449386
10540000	3884.09082	1.303012013
10560000	3925.860107	1.304359913
10580000	3879.541016	1.317511082
10600000	3731.014648	1.318801165
10620000	3894.339355	1.320440292
10640000	3937.241211	1.317114592
10660000	3834.479004	1.308231354
10680000	3964.38916	1.267271399
10700000	3780.938965	1.314981699
10720000	3891.719238	1.288201928
10740000	3841.419922	1.289535046
10760000	3766.360107	1.344356537
10780000	3871.535156	1.294414878
10800000	3960.785889	1.301189303
10820000	3875.741211	1.290949225
10840000	3748.79834	1.290775776
10860000	3757.245117	1.275326729
10880000	3745.585449	1.296272635
10900000	3864.559326	1.292412996
10920000	3943.628906	1.291478992
10940000	3781.788818	1.290535092
10960000	3877.700195	1.315239906
10980000	3879.754395	1.325325727
11000000	3886.914551	1.312310934
11020000	3849.610352	1.298500061
11040000	3842.865723	1.269514203
11060000	3903.449707	1.317166805
11080000	3853.12793	1.331834674
11100000	3892.375	1.301163077
11120000	3777.49292	1.331086278
11140000	3896.254883	1.311056852
11160000	3917.4729	1.30979538
11180000	3888.669189	1.302046895
11200000	3820.314453	1.272986531
11220000	3890.728271	1.293450236
11240000	3760.057373	1.306746125
11260000	3890.274414	1.312549472
11280000	3879.384766	1.292437434
11300000	3796.668945	1.270337939
11320000	3745.414062	1.276883006
11340000	3822.63916	1.292971492
11360000	3716.171875	1.261115313
11380000	3700.614258	1.30989027
11400000	3815.834473	1.335435748
11420000	3969.778564	1.27826786
11440000	3740.023926	1.30339098
11460000	3777.006104	1.286179543
11480000	3807.761475	1.306192994
11500000	3786.452148	1.303632617
11520000	3771.973633	1.302130222
11540000	3719.11084	1.310012221
11560000	3925.546875	1.271082759
11580000	3915.154541	1.33669436
11600000	4006.781738	1.297559261
11620000	4000.625244	1.302756429
11640000	3949.307617	1.342814445
11660000	4059.813232	1.3096385
11680000	3860.428711	1.330416203
11700000	3868.164307	1.278712511
11720000	3816.553223	1.29425168
11740000	3807.723145	1.340598345
11760000	3808.150879	1.334658384
11780000	3785.328125	1.318154454
11800000	3769.342773	1.308488846
11820000	3849.981689	1.28515327
11840000	3890.676514	1.299973607
11860000	3923.996582	1.303043365
11880000	3800.058105	1.311449051
11900000	3848.318115	1.287412167
11920000	3791.160156	1.273092985
11940000	3830.244141	1.27940619
11960000	3867.248047	1.32116878
11980000	3781.665771	1.278419137
12000000	3802.354492	1.294786692
12020000	3752.187012	1.295634866
12040000	3856.878906	1.296163797
12060000	3814.801758	1.318157911
12080000	3788.559326	1.313448906
12100000	3927.427979	1.279440165
12120000	3916.630371	1.242146134
12140000	3883.127197	1.293412566
12160000	3768.02417	1.308893919
12180000	3962.849121	1.281794906
12200000	3856.779053	1.304321408
12220000	3844.649658	1.291181684
