timestep	potential_energy	temperature
200000000	4176.305664	1.307313919
200020000	3348.073242	1.092424631
200040000	3206.924805	1.006851435
200060000	3209.158691	0.9920494556
200080000	3203.313965	0.9857262373
200100000	3052.752686	1.018458247
200120000	3115.737061	1.00430882
200140000	3268.615967	0.9932908416
200160000	3127.440186	0.978241384
200180000	3157.807617	0.9812751412
200200000	3129.320557	1.004700899
200220000	3188.272461	0.995700717
200240000	3159.757324	0.9677110314
200260000	3230.551758	1.003927946
200280000	3121.375	0.99356848
200300000	3046.114014	0.9831662774
200320000	3210.13623	0.9659245014
200340000	3106.249756	1.000683308
200360000	3154.466797	0.9955095053
200380000	3158.268799	1.008843541
200400000	3108.717773	1.014823556
200420000	3060.70166	1.005296469
200440000	3065.56958	0.9798386693
200460000	3123.023438	0.9938090444
200480000	3199.765869	1.008510113
200500000	3200.599365	1.016212225
200520000	3166.458252	1.009466767
200540000	3141.393066	1.000116229
200560000	3146.095947	0.9934533834
200580000	3184.274902	0.9915445447
200600000	3242.820801	1.025828481
200620000	3147.66626	1.021255016
200640000	3126.492676	0.99858284
200660000	3174.625244	1.006437421
200680000	3207.933594	0.999542892
200700000	3209.952148	1.014165759
200720000	3248.072754	0.9948803782
200740000	3198.969238	0.9851295352
200760000	3116.449219	0.9807985425
200780000	3077.363525	0.9765627384
200800000	3096.087891	1.01742053
200820000	3233.422852	1.007247806
200840000	3221.987549	1.01236856
200860000	3211.577637	1.006664515
200880000	3133.924316	0.9875398278
200900000	3205.135742	1.014639378
200920000	3202.681396	0.9814425111
200940000	3138.251709	0.9993559122
200960000	3142.533936	1.01007843
200980000	3121.100586	1.00232029
201000000	3206.667969	0.9978584647
201020000	3193.689697	1.000995755
201040000	3152.00708	1.008960843
201060000	3209.997559	0.9974027872
201080000	3140.505859	1.006172776
201100000	3193.210449	0.9821072221
201120000	3150.915527	0.9923731089
201140000	3150.021973	0.9944021106
201160000	3208.730957	0.9831616282
201180000	3169.827148	1.026807427
201200000	3179.752441	0.9695099592
201220000	3143.774902	0.997451067
201240000	3109.482666	0.9742451906
201260000	3098.21875	0.9776592255
201280000	3177.800537	1.010009289
201300000	3214.618164	0.9944277406
201320000	3143.818848	0.9784428477
201340000	3146.863281	0.9958058
201360000	3178.746338	0.9944533706
201380000	3142.992676	0.9798100591
201400000	3049.788574	0.9797774553
201420000	3094.845459	0.9954167008
201440000	3108.187012	0.9852313399
201460000	3113.025146	0.9804915786
201480000	3063.54248	0.9887338877
201500000	3153.19043	1.005267978
201520000	3094.69873	0.9858024716
201540000	3120.527344	1.014256597
201560000	3331.148438	1.012975693
201580000	3232.734375	1.010961652
201600000	3195.669434	0.9866471291
201620000	3169.577393	1.004288673
201640000	3117.990234	0.9806213975
201660000	3182.950684	0.9998781681
201680000	3222.507812	1.007001996
201700000	3143.956299	1.010040998
201720000	3067.841309	0.9555761814
201740000	3130.44165	0.9704438448
201760000	3201.164062	0.9969293475
201780000	3170.73291	0.9801678061
201800000	3181.86499	0.983866632
201820000	3153.115967	0.9689797163
201840000	3213.731201	0.9822637439
201860000	3185.486328	0.9948939681
201880000	3206.306641	0.9858183861
201900000	3140.203125	0.9784688354
201920000	3177.250732	0.972458005
201940000	3202.3125	1.005066633
201960000	3135.124023	0.980040431
201980000	3115.483398	0.975692749
202000000	3148.657471	0.9788727164
202020000	3155.827637	0.9911879301
202040000	3044.498047	0.9976313114
202060000	3140.845215	0.9914596677
202080000	3235.956055	0.9929603338
202100000	3188.168457	1.011692762
202120000	3144.884277	1.00394845
202140000	3133.91333	0.9892055988
202160000	3086.653809	0.9917278886
202180000	3175.645996	0.981529057
202200000	3134.162109	0.966809392
202220000	3149.967773	0.9688745141
202240000	3133.839844	0.9594861269
202260000	3163.401855	0.9531430602
202280000	3176.855469	0.9674888253
202300000	3076.73584	0.9988613725
202320000	3083.057617	0.9804295301
202340000	3191.869141	0.9822916985
202360000	3071.528809	0.9973621964
202380000	3144.828613	0.9648997784
202400000	3124.174316	0.9720772505
202420000	3055.973877	0.9707149863
202440000	3151.537109	0.9708149433
202460000	3181.414795	0.9856184721
202480000	3188.90332	1.004636884
202500000	3181.632568	1.006738067
202520000	3159.126709	0.9815561175
202540000	3092.807129	1.003215313
202560000	3178.556641	0.9725319743
202580000	3091.816895	0.9687142372
202600000	3181.165283	0.980697751
202620000	3217.953857	0.984161675
202640000	3211.747559	0.985417068
202660000	3127.602783	0.9598516226
202680000	3214.450195	0.9729645848
202700000	3103.678467	0.9968549013
202720000	3194.002197	0.9800629616
202740000	3170.652344	0.972088933
202760000	3184.751465	0.9867931008
202780000	3141.300049	0.9956706762
202800000	3202.729248	1.003402352
202820000	3241.274902	1.001121759
202840000	3273.032959	0.983757019
202860000	3080.448242	1.02671349
202880000	3143.031738	0.9998561144
202900000	3158.772949	0.9987390637
202920000	3108.240234	0.9880907536
202940000	3112.655273	0.9863342643
202960000	3165.353027	1.001895189
202980000	3231.929199	1.017287731
203000000	3200.982422	1.017490625
203020000	3142.384277	1.007401109
203040000	3173.338867	1.018475771
203060000	3156.406006	0.9845684767
203080000	3161.30127	0.9621062279
203100000	3110.355713	0.9757714272
203120000	3209.860107	1.00619483
203140000	3182.307617	1.019634008
203160000	3137.133789	0.9999393225
203180000	3266.163086	0.9874374866
203200000	3180.302979	0.9819772243
203220000	3147.773926	0.9585011601
203240000	3144.571289	0.9789738655
203260000	3191.812744	1.005449295
203280000	3172.110596	0.9904550314
203300000	3122.239746	0.9971725941
203320000	3209.201904	0.9864886403
203340000	3200.879639	0.9826021194
203360000	3043.946777	0.9939818978
203380000	3152.238281	0.9798877835
203400000	3120.568359	0.9877826571
203420000	3155.868164	0.9877590537
203440000	3087.974121	0.9856258035
203460000	3199.121094	0.9967882633
203480000	3226.367676	1.002334237
203500000	3138.174316	1.024186611
203520000	3166.381348	0.9786139727
203540000	3159.978516	0.9941863418
203560000	3151.743652	0.9964162707
203580000	3195.180664	1.020443082
203600000	3194.282715	0.9821572304
203620000	3224.656494	0.9849784374
203640000	3122.29248	1.009455919
203660000	3166.245605	0.9904182553
203680000	3050.494629	0.9739930034
203700000	3126.395508	0.9878754616
203720000	3120.402588	0.9924637079
203740000	3193.132324	1.006065249
203760000	3186.072266	1.025366664
203780000	3156.882812	0.970952034
203800000	3036.755859	1.008354306
203820000	3213.661377	0.9785109758
203840000	3104.921875	0.9718120694
203860000	3113.337158	0.9937749505
