timestep	potential_energy	temperature
70000000	3194.546875	0.9978269339
70020000	3700.797852	1.222919345
70040000	3904.731934	1.307789087
70060000	4099.439941	1.310693741
70080000	3984.775391	1.311496377
70100000	3971.408447	1.298468709
70120000	4031.938477	1.274282455
70140000	4005.797852	1.310836792
70160000	3915.230225	1.319618106
70180000	3974.786133	1.309707046
70200000	3970.29541	1.31777668
70220000	3883.84668	1.28023386
70240000	3985.84082	1.282412171
70260000	4069.430664	1.297115088
70280000	4044.658447	1.325855613
70300000	3965.346436	1.286203146
70320000	4000.318848	1.278452396
70340000	4011.033203	1.293021441
70360000	4094.299316	1.313507915
70380000	3910.859863	1.292197108
70400000	3952.390381	1.252264977
70420000	4028.89209	1.280851483
70440000	4018.990723	1.330278158
70460000	4020.125732	1.338081598
70480000	3969.547363	1.309175134
70500000	4031.386963	1.303352118
70520000	3980.216553	1.313638926
70540000	3956.664062	1.302920222
70560000	4073.089111	1.306844354
70580000	4028.925781	1.294616222
70600000	3967.088867	1.348939061
70620000	4019.876465	1.328165889
70640000	4031.738037	1.301962972
70660000	3992.060059	1.301831961
70680000	3890.67749	1.279907346
70700000	3922.815674	1.298699379
70720000	4001.360352	1.310548067
70740000	3872.824707	1.307675362
70760000	3860.72998	1.287195444
70780000	3992.271973	1.313926816
70800000	3832.742432	1.293628812
70820000	3945.99707	1.309289455
70840000	4004.268066	1.303837895
70860000	4052.158447	1.295338273
70880000	3974.023438	1.299790382
70900000	3933.882812	1.30431819
70920000	4025.185791	1.277168274
70940000	3945.008057	1.287860394
70960000	3912.544922	1.279713988
70980000	3989.753906	1.290670753
71000000	3930.188477	1.273407578
71020000	3937.481445	1.281328917
71040000	4008.744629	1.282376409
71060000	3937.650391	1.293604612
71080000	4024.634766	1.293783426
71100000	3860.294189	1.310871005
71120000	3944.173828	1.276020885
71140000	3965.943115	1.298200846
71160000	3942.806885	1.332076192
71180000	4084.469727	1.314109206
71200000	4029.101562	1.304761648
71220000	3958.981689	1.3053298
71240000	3947.789062	1.271328568
71260000	3915.334473	1.279215932
71280000	4047.77002	1.317563891
71300000	4096.030273	1.307996035
71320000	4046.396484	1.299947858
71340000	3871.312744	1.319314003
71360000	4077.257324	1.275292993
71380000	3977.268555	1.308499813
71400000	3862.910156	1.291876316
71420000	3992.347412	1.310413837
71440000	4062.435791	1.300869584
71460000	3961.623779	1.266615152
71480000	3815.232178	1.27200079
71500000	3921.007812	1.310493112
71520000	4066.043457	1.305775762
71540000	4142.260742	1.292744517
71560000	3986.575439	1.297189713
71580000	4076.130615	1.284750938
71600000	4017.459229	1.317823887
71620000	3985.740479	1.346440911
71640000	3988.483398	1.33247304
71660000	4032.64209	1.311328888
71680000	3899.557617	1.292872548
71700000	3956.628174	1.301592588
71720000	3971.999512	1.286630273
71740000	3902.715332	1.302255988
71760000	3946.243164	1.307145953
71780000	3984.335693	1.359160423
71800000	3910.67041	1.314130664
71820000	3924.110107	1.253305554
71840000	3966.156006	1.322176933
71860000	3980.623535	1.302602649
71880000	4123.472656	1.318769813
71900000	3834.759766	1.31196332
71920000	4001.565918	1.288838625
71940000	3920.507324	1.329131722
71960000	4084.904053	1.313008785
71980000	4047.030762	1.3136971
