timestep	potential_energy	temperature
240000000	3952.549561	1.299580574
240020000	3402.684082	1.06656301
240040000	3219.934814	1.02296567
240060000	3227.602783	0.9907997847
240080000	3178.831787	1.004449844
240100000	3180.757812	1.011778474
240120000	3175.831543	1.031117916
240140000	3260.871582	1.006500363
240160000	3239.837646	1.005428076
240180000	3184.935547	1.000689745
240200000	3215.514404	0.9902650118
240220000	3198.261719	1.010697365
240240000	3138.294678	0.9960559011
240260000	3180.830078	1.014638901
240280000	3172.168701	1.024125814
240300000	3157.690674	1.024431944
240320000	3202.710449	1.000601172
240340000	3151.235352	0.9860590696
240360000	3140.907715	1.00764215
240380000	3121.530762	0.9977081418
240400000	3155.030762	1.001716137
240420000	3170.631836	0.9725078344
240440000	2996.37793	0.9859614968
240460000	3138.835938	0.9847983122
240480000	3182.023926	0.9934020042
240500000	3137.684814	1.008292556
240520000	3197.707764	1.007715464
240540000	3196.259766	0.9998160005
240560000	3160.919434	1.021996856
240580000	3129.571289	1.008190036
240600000	3198.673096	0.9889069796
240620000	3076.279541	1.031592011
240640000	3198.530029	1.006614804
240660000	3176.291992	0.9629787803
240680000	3116.856445	0.984212935
240700000	3052.380127	0.9692479968
240720000	3118.624512	1.006757498
240740000	3076.775879	1.011036992
240760000	3075.241699	1.004785657
240780000	3145.187988	1.019740701
240800000	3310.223389	0.9713252783
240820000	3232.134766	0.9771140218
240840000	3105.617676	1.00276041
240860000	3162.029053	1.025930285
240880000	3186.430664	0.9983461499
240900000	3154.041748	1.010625005
240920000	3041.186523	1.013180256
240940000	3044.091553	0.9918304086
240960000	3222.156738	0.9878498912
240980000	3123.156494	1.017356873
241000000	3119.122314	0.9713843465
241020000	3164.696045	0.9796916842
241040000	3209.858398	0.9665787816
241060000	3259.480469	1.002452493
241080000	3157.868164	1.005279541
241100000	3123.82959	0.9780132771
241120000	3141.509277	0.998993516
241140000	3181.924072	0.9878519177
241160000	3286.159424	1.011693239
241180000	3245.350586	0.9759091139
241200000	3244.305664	0.9844259024
241220000	3151.205811	0.9704773426
241240000	3194.802979	0.9934359789
241260000	3289.899902	0.9789894223
241280000	3090.98291	0.9888195395
241300000	3183.265137	0.9869529605
241320000	3183.193848	0.9843339324
241340000	3085.710449	0.9805153608
241360000	3133.564453	0.9802914858
241380000	3223.277588	0.9813743234
241400000	3147.577393	0.9749407768
241420000	3164.598389	1.002839088
241440000	3240.790039	0.9835332036
241460000	3171.084473	0.9891848564
241480000	3261.826172	1.005604863
241500000	3185.541016	0.9833498001
241520000	3115.357178	0.9690285325
241540000	3172.259277	0.9955424666
241560000	3207.774902	0.960726738
241580000	3095.591797	0.9901558161
241600000	3188.914062	1.005493879
241620000	3155.586426	1.013049722
241640000	3295.928711	1.016671181
241660000	3197.062988	0.9881185889
241680000	3179.993652	0.9953641295
241700000	3103.042969	0.993257463
241720000	3165.532715	0.983600378
241740000	3217.922363	1.010775566
241760000	3188.022461	0.9701714516
241780000	3156.007812	1.008121014
241800000	3261.237793	0.9837409854
241820000	3129.373047	0.9910165071
241840000	3178.023682	0.9930384159
241860000	3156.523682	0.9751528502
241880000	3040.000488	0.990942955
241900000	3168.242188	1.003103137
241920000	3194.594971	1.001842618
241940000	3101.567383	1.024910569
241960000	3282.6875	1.023078561
241980000	3131.79248	1.018224955
242000000	3136.123779	1.005515695
242020000	3069.375	1.00731349
242040000	3183.76416	0.9749879241
242060000	3160.986328	0.9825947285
242080000	3099.431885	1.00527072
242100000	3136.640625	0.9815875292
242120000	3198.268066	1.010765791
242140000	3162.163086	1.004405499
242160000	3175.775391	0.9794696569
242180000	3059.214355	1.00122571
242200000	3073.105469	0.9789135456
242220000	3082.008057	0.9701644778
242240000	3150.48877	0.9872689247
242260000	3089.717285	0.9924038649
242280000	3080.525146	0.9780327678
242300000	3151.88623	1.000237107
242320000	3139.825684	0.99429214
242340000	3133.416992	1.022179484
242360000	3137.413574	0.9975345731
242380000	3185.283691	0.9776926637
242400000	3134.571777	0.9786164165
242420000	3216.442139	1.001205206
242440000	3092.886719	1.013430357
242460000	3108.670166	0.9741680622
242480000	3164.85791	0.9922218323
242500000	3118.059814	1.002438307
242520000	3173.911377	0.9854434133
242540000	3140.924805	1.009358287
242560000	3198.966309	0.9893901944
242580000	3217.282715	0.9885368943
242600000	3063.305176	1.025518656
242620000	3171.979492	1.011124969
